KodeBPS,KodeProv,NamaProv,KabKot,Kategori,Produk,Harga,Tahun,Bulan
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,136536,2022,Juni
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2022,Juli
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2022,Agustus
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2022,September
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2022,Oktober
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2022,November
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2022,Desember
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,Januari
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,Februari
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140968,2023,Maret
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140385,2023,April
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,Mei
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140714,2023,Juni
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,Juli
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,Agustus
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,September
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,Oktober
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,November
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2023,Desember
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,139762,2024,Januari
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2024,Februari
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2024,Maret
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2024,April
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2024,Mei
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2024,Juni
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2024,Juli
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,140000,2024,Agustus
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,136724,2024,September
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,135246,2024,Oktober
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,134746,2024,November
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,134643,2024,Desember
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130000,2025,Januari
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130800,2025,Februari
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130000,2025,Maret
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130370,2025,April
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130000,2025,Mei
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130714,2025,Juni
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130000,2025,Juli
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130000,2025,Agustus
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130000,2025,September
11.16,11,Aceh,Kab. Aceh Tamiang,Protein,Daging Sapi Murni,130000,2025,Oktober
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,150000,2022,Januari
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,150000,2022,Februari
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,150345,2022,Maret
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160370,2022,April
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160400,2022,Mei
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,156179,2022,Juni
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,159348,2022,Juli
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2022,Agustus
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2022,September
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2022,Oktober
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2022,November
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2022,Desember
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,Januari
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,Februari
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,161000,2023,Maret
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,161538,2023,April
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,Mei
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160769,2023,Juni
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,Juli
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,Agustus
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,September
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,Oktober
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,November
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2023,Desember
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,Januari
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,Februari
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,161905,2024,Maret
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,161852,2024,April
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,Mei
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160741,2024,Juni
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,Juli
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,Agustus
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,September
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,Oktober
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,November
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2024,Desember
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2025,Januari
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,162745,2025,Februari
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,161636,2025,Maret
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2025,April
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2025,Mei
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,161132,2025,Juni
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2025,Juli
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2025,Agustus
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2025,September
11.04,11,Aceh,Kab. Aceh Tengah,Protein,Daging Sapi Murni,160000,2025,Oktober
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,140000,2022,Januari
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,140000,2022,Februari
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,140333,2022,Maret
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2022,April
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2022,Mei
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,146296,2022,Juni
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,149333,2022,Juli
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2022,Agustus
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2022,September
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,149032,2022,Oktober
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2022,November
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2022,Desember
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150606,2023,Januari
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,160000,2023,Februari
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,159355,2023,Maret
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,155600,2023,April
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,156071,2023,Mei
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,160000,2023,Juni
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,160000,2023,Juli
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,154333,2023,Agustus
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2023,September
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2023,Oktober
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2023,November
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2023,Desember
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,Januari
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,Februari
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,Maret
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,April
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,Mei
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,Juni
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,Juli
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,Agustus
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,September
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,Oktober
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2024,November
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150690,2024,Desember
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,Januari
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,Februari
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,Maret
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,April
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,Mei
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,Juni
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,Juli
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,Agustus
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,September
11.02,11,Aceh,Kab. Aceh Tenggara,Protein,Daging Sapi Murni,150000,2025,Oktober
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2022,Januari
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2022,Februari
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150968,2022,Maret
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,156000,2022,April
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,151000,2022,Mei
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,146852,2022,Juni
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,149310,2022,Juli
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2022,Agustus
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2022,September
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2022,Oktober
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2022,November
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2022,Desember
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2023,Januari
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,150000,2023,Februari
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,152333,2023,Maret
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,151154,2023,April
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,153226,2023,Mei
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,161034,2023,Juni
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2023,Juli
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2023,Agustus
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2023,September
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2023,Oktober
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2023,November
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2023,Desember
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2024,Januari
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,158929,2024,Februari
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160625,2024,Maret
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,155000,2024,April
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,151935,2024,Mei
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,161071,2024,Juni
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2024,Juli
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2024,Agustus
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160333,2024,September
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2024,Oktober
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2024,November
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,159655,2024,Desember
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,158750,2025,Januari
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,161071,2025,Februari
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2025,Maret
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2025,April
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2025,Mei
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,161818,2025,Juni
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2025,Juli
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2025,Agustus
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,160000,2025,September
11.03,11,Aceh,Kab. Aceh Timur,Protein,Daging Sapi Murni,159032,2025,Oktober
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2022,Januari
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,148393,2022,Februari
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150645,2022,Maret
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,152759,2022,April
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,153333,2022,Mei
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,145556,2022,Juni
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,149630,2022,Juli
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2022,Agustus
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,155000,2022,September
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,152903,2022,Oktober
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,156207,2022,November
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,157419,2022,Desember
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2023,Januari
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2023,Februari
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,151379,2023,Maret
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150833,2023,April
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2023,Mei
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,151429,2023,Juni
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150345,2023,Juli
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,155000,2023,Agustus
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,155000,2023,September
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150500,2023,Oktober
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2023,November
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2023,Desember
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2024,Januari
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2024,Februari
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,154783,2024,Maret
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,159615,2024,April
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,155484,2024,Mei
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,158462,2024,Juni
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,153548,2024,Juli
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150333,2024,Agustus
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2024,September
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2024,Oktober
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2024,November
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2024,Desember
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2025,Januari
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150370,2025,Februari
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150408,2025,Maret
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2025,April
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2025,Mei
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,151458,2025,Juni
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2025,Juli
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,150000,2025,Agustus
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,158167,2025,September
11.08,11,Aceh,Kab. Aceh Utara,Protein,Daging Sapi Murni,159672,2025,Oktober
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,126500,2022,Januari
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,126296,2022,Februari
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,130968,2022,Maret
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,136897,2022,April
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,149630,2022,Mei
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,137869,2022,Juni
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,139720,2022,Juli
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2022,Agustus
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2022,September
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2022,Oktober
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2022,November
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2022,Desember
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2023,Januari
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2023,Februari
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,141333,2023,Maret
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,145714,2023,April
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140690,2023,Mei
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2023,Juni
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2023,Juli
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2023,Agustus
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2023,September
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,136333,2023,Oktober
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,133929,2023,November
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2023,Desember
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,Januari
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,Februari
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,146875,2024,Maret
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,144000,2024,April
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,Mei
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,Juni
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,Juli
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,Agustus
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,September
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,Oktober
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,November
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2024,Desember
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,141571,2025,Januari
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140124,2025,Februari
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,141737,2025,Maret
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,144006,2025,April
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,142056,2025,Mei
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140155,2025,Juni
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2025,Juli
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2025,Agustus
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2025,September
13.06,13,Sumatera Barat,Kab. Agam,Protein,Daging Sapi Murni,140000,2025,Oktober
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,102500,2022,Januari
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,115000,2022,Februari
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,115000,2022,Maret
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,115000,2022,April
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,115000,2022,Mei
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,119348,2022,Juni
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,115536,2022,Juli
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,115000,2022,Agustus
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,115000,2022,September
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,118200,2022,Oktober
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,125000,2022,November
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,125000,2022,Desember
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,124919,2023,Januari
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,123148,2023,Februari
53.05,53,Nusa Tenggara Timur,Kab. Alor,Protein,Daging Sapi Murni,124712,2023,Maret
