KodeBPS,KodeProv,NamaProv,KabKot,Kategori,Produk,Harga,Tahun,Bulan
35.24,35,Jawa Timur,Kab. Lamongan,Protein,Daging Sapi Murni,114944,2025,September
35.24,35,Jawa Timur,Kab. Lamongan,Protein,Daging Sapi Murni,115000,2025,Oktober
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,135000,2022,Januari
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,135000,2022,Februari
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,138833,2022,Maret
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,140667,2022,April
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2022,Mei
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,146250,2022,Juni
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150333,2022,Juli
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2022,Agustus
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2022,September
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2022,Oktober
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2022,November
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2022,Desember
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Januari
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Februari
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Maret
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,April
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Mei
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Juni
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Juli
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Agustus
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,September
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Oktober
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,November
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2023,Desember
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Januari
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Februari
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Maret
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,April
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Mei
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Juni
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Juli
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Agustus
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,September
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Oktober
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,November
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2024,Desember
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,139796,2025,Januari
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,140179,2025,Februari
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,144182,2025,Maret
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,143478,2025,April
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,142500,2025,Mei
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,147083,2025,Juni
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2025,Juli
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2025,Agustus
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,150000,2025,September
18.04,18,Lampung,Kab. Lampung Barat,Protein,Daging Sapi Murni,149394,2025,Oktober
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,125577,2022,Januari
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,129808,2022,Februari
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,130000,2022,Maret
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,134000,2022,April
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,131538,2022,Mei
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,132600,2022,Juni
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,136739,2022,Juli
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,135000,2022,Agustus
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,140000,2022,September
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,135167,2022,Oktober
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,130370,2022,November
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,132742,2022,Desember
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,135000,2023,Januari
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,134821,2023,Februari
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,135833,2023,Maret
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,137609,2023,April
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,130714,2023,Mei
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,130690,2023,Juni
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,130000,2023,Juli
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,130000,2023,Agustus
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,130000,2023,September
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,131207,2023,Oktober
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,134821,2023,November
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,135143,2023,Desember
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,134750,2024,Januari
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,134375,2024,Februari
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,136556,2024,Maret
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,137333,2024,April
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,132067,2024,Mei
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,137231,2024,Juni
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,140000,2024,Juli
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,139690,2024,Agustus
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,140000,2024,September
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,140000,2024,Oktober
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,140000,2024,November
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,137962,2024,Desember
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,132500,2025,Januari
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,131458,2025,Februari
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,132600,2025,Maret
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,126739,2025,April
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,125833,2025,Mei
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,125333,2025,Juni
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,124931,2025,Juli
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,123964,2025,Agustus
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,126269,2025,September
18.01,18,Lampung,Kab. Lampung Selatan,Protein,Daging Sapi Murni,128654,2025,Oktober
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120857,2022,Januari
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120074,2022,Februari
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,129867,2022,Maret
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,137133,2022,April
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,135161,2022,Mei
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,129741,2022,Juni
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,138333,2022,Juli
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,126500,2022,Agustus
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120667,2022,September
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120000,2022,Oktober
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120000,2022,November
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120000,2022,Desember
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120000,2023,Januari
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120000,2023,Februari
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,121067,2023,Maret
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,124808,2023,April
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,125000,2023,Mei
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,126300,2023,Juni
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120323,2023,Juli
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,120613,2023,Agustus
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,122800,2023,September
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,124931,2023,Oktober
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,125483,2023,November
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,125719,2023,Desember
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,125717,2024,Januari
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,126758,2024,Februari
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,130250,2024,Maret
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,132964,2024,April
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,127767,2024,Mei
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,124857,2024,Juni
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,125839,2024,Juli
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,126933,2024,Agustus
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,128667,2024,September
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,127933,2024,Oktober
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,125690,2024,November
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,127000,2024,Desember
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,Januari
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,Februari
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,Maret
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,April
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,Mei
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,Juni
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,Juli
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,Agustus
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,September
18.02,18,Lampung,Kab. Lampung Tengah,Protein,Daging Sapi Murni,NA,2025,Oktober
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,125065,2022,Januari
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,125000,2022,Februari
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,125000,2022,Maret
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,129648,2022,April
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,136034,2022,Mei
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,133615,2022,Juni
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,125483,2022,Juli
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,125000,2022,Agustus
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,128000,2022,September
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2022,Oktober
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2022,November
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2022,Desember
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Januari
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Februari
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Maret
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,April
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Mei
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Juni
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Juli
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Agustus
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,September
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Oktober
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,November
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2023,Desember
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,126667,2024,Januari
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,124000,2024,Februari
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,126536,2024,Maret
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,131873,2024,April
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,130000,2024,Mei
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,128778,2024,Juni
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,127016,2024,Juli
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,126419,2024,Agustus
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,126500,2024,September
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,126721,2024,Oktober
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,128000,2024,November
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,127995,2024,Desember
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,123380,2025,Januari
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,123537,2025,Februari
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,126207,2025,Maret
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,127294,2025,April
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,125000,2025,Mei
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,125000,2025,Juni
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,125000,2025,Juli
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,123455,2025,Agustus
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,122500,2025,September
18.07,18,Lampung,Kab. Lampung Timur,Protein,Daging Sapi Murni,122438,2025,Oktober
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,120000,2022,Januari
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,121481,2022,Februari
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,132857,2022,Maret
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140690,2022,April
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,144138,2022,Mei
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,145536,2022,Juni
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,144839,2022,Juli
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2022,Agustus
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140345,2022,September
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2022,Oktober
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2022,November
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2022,Desember
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2023,Januari
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2023,Februari
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2023,Maret
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,141034,2023,April
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2023,Mei
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2023,Juni
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2023,Juli
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140003,2023,Agustus
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,139667,2023,September
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2023,Oktober
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140333,2023,November
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2023,Desember
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140323,2024,Januari
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140357,2024,Februari
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2024,Maret
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,142222,2024,April
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2024,Mei
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2024,Juni
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2024,Juli
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2024,Agustus
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2024,September
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2024,Oktober
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140345,2024,November
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2024,Desember
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,Januari
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,Februari
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,Maret
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,April
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,Mei
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,Juni
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,Juli
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,Agustus
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,September
18.03,18,Lampung,Kab. Lampung Utara,Protein,Daging Sapi Murni,140000,2025,Oktober
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,156806,2022,Januari
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2022,Februari
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2022,Maret
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2022,April
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2022,Mei
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,155862,2022,Juni
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,158269,2022,Juli
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2022,Agustus
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,164000,2022,September
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165000,2022,Oktober
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165000,2022,November
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165000,2022,Desember
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165000,2023,Januari
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165000,2023,Februari
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165000,2023,Maret
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,167609,2023,April
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165000,2023,Mei
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165455,2023,Juni
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,165000,2023,Juli
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160357,2023,Agustus
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2023,September
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2023,Oktober
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2023,November
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2023,Desember
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,159103,2024,Januari
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,162321,2024,Februari
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160469,2024,Maret
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2024,April
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2024,Mei
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2024,Juni
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160323,2024,Juli
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2024,Agustus
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160333,2024,September
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,160000,2024,Oktober
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,162241,2024,November
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,164483,2024,Desember
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161346,2025,Januari
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161667,2025,Februari
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161667,2025,Maret
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161711,2025,April
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161667,2025,Mei
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161645,2025,Juni
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161686,2025,Juli
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161687,2025,Agustus
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161622,2025,September
61.08,61,Kalimantan Barat,Kab. Landak,Protein,Daging Sapi Murni,161781,2025,Oktober
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,125000,2022,Januari
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,125000,2022,Februari
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,125862,2022,Maret
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,126897,2022,April
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,125714,2022,Mei
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,126250,2022,Juni
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,129000,2022,Juli
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,125000,2022,Agustus
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,125000,2022,September
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,125000,2022,Oktober
12.05,12,Sumatera Utara,Kab. Langkat,Protein,Daging Sapi Murni,125000,2022,November
